loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,delinq_2yrs,pub_rec
18225, 60 months,13.4,419.27,C,MORTGAGE,49000,Verified,Fully Paid,0,0
20000, 60 months,12.4,449.15,B,RENT,75000,Verified,Fully Paid,0,0
16000, 36 months,11.7,529.22,B,MORTGAGE,60000,Source Verified,Fully Paid,0,0
21000, 60 months,15.2,502.57,C,MORTGAGE,105687.5,Verified,Fully Paid,0,0
6250, 36 months,15.2,217.49,C,RENT,14898,Source Verified,Fully Paid,0,0
28200, 60 months,14.2,660.12,C,MORTGAGE,54000,Verified,Fully Paid,0,0
16000, 60 months,12.4,359.32,B,MORTGAGE,77000,Source Verified,Fully Paid,2,0
10000, 60 months,14.6,236.07,C,MORTGAGE,41904,Source Verified,Fully Paid,0,0
12000, 60 months,18.2,306.36,D,MORTGAGE,35000,Verified,Fully Paid,0,0
13600, 36 months,6.62,417.57,A,MORTGAGE,101900,Source Verified,Fully Paid,0,0
6000, 36 months,15.2,208.79,C,OWN,106870,Source Verified,Fully Paid,0,0
15000, 36 months,10.6,488.6,B,RENT,109000,Verified,Fully Paid,0,0
5000, 36 months,7.51,155.56,A,MORTGAGE,80796,Not Verified,Fully Paid,1,0
12000, 36 months,10.6,390.88,B,MORTGAGE,33640,Not Verified,Fully Paid,1,0
28000, 36 months,7.51,871.11,A,MORTGAGE,105000,Verified,Fully Paid,0,0
15000, 36 months,13.4,508.96,C,RENT,50000,Source Verified,Fully Paid,1,0
12000, 36 months,7.9,375.49,A,RENT,150000,Not Verified,Fully Paid,0,0
26400, 60 months,11.7,583.4,B,RENT,85000,Verified,Fully Paid,0,0
12000, 60 months,14.6,283.28,C,OWN,80400,Verified,Fully Paid,0,0
9600, 60 months,10.6,207.06,B,MORTGAGE,102400,Source Verified,Fully Paid,0,0
5000, 36 months,14.2,171.55,C,MORTGAGE,60500,Verified,Fully Paid,1,0
9200, 36 months,6.03,280.01,A,RENT,82000,Source Verified,Fully Paid,0,0
4400, 36 months,8.9,139.72,A,MORTGAGE,61104,Not Verified,Fully Paid,0,0
12000, 36 months,7.51,373.33,A,MORTGAGE,90000,Not Verified,Fully Paid,0,0
9800, 60 months,18.6,252.29,E,RENT,56000,Source Verified,Fully Paid,1,0
6000, 36 months,6.62,184.23,A,MORTGAGE,130000,Verified,Fully Paid,0,0
5500, 36 months,11.7,181.92,B,RENT,33600,Not Verified,Fully Paid,0,0
5000, 36 months,6.03,152.18,A,MORTGAGE,60000,Source Verified,Fully Paid,0,0
5600, 36 months,15.2,194.87,C,RENT,85000,Verified,Charged Off,0,0
11200, 36 months,14.2,384.26,C,MORTGAGE,179000,Verified,Fully Paid,0,0
30000, 60 months,19.4,785.17,E,MORTGAGE,1.00E+05,Verified,Fully Paid,0,0
15000, 36 months,7.9,469.36,A,RENT,62000,Verified,Fully Paid,0,0
10000, 36 months,14.2,343.09,C,RENT,80000,Verified,Fully Paid,0,0
8400, 60 months,18.2,214.45,D,OWN,45600,Source Verified,Charged Off,0,0
3000, 36 months,9.91,96.68,B,MORTGAGE,18840,Not Verified,Fully Paid,0,0
5875, 36 months,6.62,180.39,A,MORTGAGE,22000,Not Verified,Charged Off,0,0
20000, 60 months,11.7,441.97,B,MORTGAGE,120000,Verified,Fully Paid,0,0
14000, 60 months,18.6,360.41,E,RENT,60000,Source Verified,Charged Off,0,0
7200, 36 months,7.9,225.29,A,RENT,75000,Verified,Fully Paid,1,0
15000, 36 months,11.7,496.14,B,MORTGAGE,78840,Verified,Fully Paid,0,0
5000, 36 months,6.03,152.18,A,RENT,36396,Not Verified,Fully Paid,0,0
13200, 36 months,16.2,465.97,D,MORTGAGE,49800,Verified,Charged Off,0,0
13200, 60 months,10.6,284.71,B,RENT,60000,Verified,Fully Paid,0,0
5000, 36 months,11.7,165.38,B,RENT,41000,Not Verified,Fully Paid,0,1
14000, 36 months,13.4,475.03,C,RENT,113000,Not Verified,Fully Paid,0,0
14000, 36 months,6.62,429.86,A,RENT,86000,Source Verified,Fully Paid,0,0
20000, 60 months,10.6,431.37,B,RENT,40000,Source Verified,Fully Paid,0,0
20000, 60 months,11.7,441.97,B,MORTGAGE,96552,Verified,Charged Off,0,0
35000, 60 months,19,908.5,E,MORTGAGE,75000,Verified,Charged Off,1,0
13200, 60 months,12.6,298.25,B,MORTGAGE,26400,Verified,Fully Paid,0,0
12000, 60 months,15.9,291.57,C,MORTGAGE,60000,Not Verified,Fully Paid,1,0
18825, 60 months,12.4,422.76,B,RENT,42996,Verified,Charged Off,0,0
8000, 36 months,16.2,282.41,D,MORTGAGE,75000,Source Verified,Fully Paid,0,0
13250, 36 months,6.62,406.83,A,MORTGAGE,69000,Verified,Fully Paid,0,0
12000, 60 months,16.7,296.75,D,MORTGAGE,77004,Source Verified,Charged Off,0,0
12000, 36 months,6.03,365.23,A,MORTGAGE,240000,Source Verified,Fully Paid,0,0
10000, 36 months,9.91,322.25,B,OWN,70000,Source Verified,Fully Paid,0,0
3000, 36 months,12.4,100.25,B,RENT,78000,Verified,Fully Paid,1,0
10000, 36 months,17.5,359.43,D,OWN,45000,Source Verified,Fully Paid,0,0
5300, 36 months,19.9,196.73,E,MORTGAGE,74603,Source Verified,Fully Paid,0,0
22000, 60 months,20.3,586.55,E,MORTGAGE,63900,Verified,Charged Off,0,0
10000, 36 months,7.9,312.91,A,MORTGAGE,60000,Not Verified,Fully Paid,0,0
9250, 36 months,12.6,310.29,B,OWN,75000,Source Verified,Fully Paid,1,0
9000, 36 months,16.7,319.85,D,RENT,75000,Source Verified,Fully Paid,0,0
14000, 60 months,21.6,384.05,F,RENT,42000,Verified,Charged Off,0,0
5000, 36 months,7.9,156.46,A,RENT,37000,Not Verified,Fully Paid,0,1
15000, 36 months,12.4,501.23,B,OWN,40000,Not Verified,Fully Paid,0,0
17800, 60 months,18.2,454.43,D,MORTGAGE,80000,Source Verified,Fully Paid,0,0
15000, 60 months,20.3,399.92,E,MORTGAGE,95000,Verified,Charged Off,4,0
8000, 36 months,11.7,264.61,B,RENT,21000,Not Verified,Fully Paid,1,0
1500, 36 months,16.2,52.96,D,RENT,27000,Not Verified,Charged Off,0,0
35000, 60 months,17.2,874.93,D,MORTGAGE,142000,Verified,Fully Paid,0,0
15000, 60 months,9.91,318.05,B,MORTGAGE,70000,Source Verified,Fully Paid,0,0
24000, 60 months,20.8,647.8,F,MORTGAGE,78500,Verified,Fully Paid,0,0
15000, 60 months,13.4,345.08,C,MORTGAGE,80000,Source Verified,Fully Paid,0,0
19000, 60 months,11.7,419.87,B,MORTGAGE,57500,Verified,Fully Paid,0,0
21000, 36 months,12.4,701.73,B,OWN,75000,Verified,Fully Paid,0,0
12000, 36 months,8.9,381.04,A,RENT,71000,Verified,Fully Paid,0,0
35000, 60 months,12.4,786.01,B,MORTGAGE,108000,Verified,Fully Paid,0,0
3125, 36 months,8.9,99.23,A,MORTGAGE,42000,Not Verified,Fully Paid,0,0
16000, 36 months,8.9,508.06,A,RENT,75000,Source Verified,Fully Paid,0,0
5000, 36 months,13.4,169.66,C,MORTGAGE,97000,Not Verified,Fully Paid,0,0
20000, 36 months,8.9,635.07,A,MORTGAGE,68000,Verified,Fully Paid,0,0
24000, 60 months,20.3,639.87,E,OWN,90000,Verified,Fully Paid,0,0
32000, 60 months,21.6,877.82,F,RENT,138000,Source Verified,Fully Paid,1,0
7000, 36 months,13.4,237.52,C,RENT,60000,Not Verified,Fully Paid,0,0
5500, 60 months,21.2,149.67,F,RENT,18000,Not Verified,Charged Off,0,0
5000, 36 months,7.9,156.46,A,MORTGAGE,34348.8,Not Verified,Fully Paid,0,1
8400, 36 months,6.62,257.92,A,MORTGAGE,86000,Not Verified,Fully Paid,0,0
30000, 60 months,21.2,816.34,F,MORTGAGE,1.00E+05,Source Verified,Fully Paid,0,0
6625, 36 months,11.7,219.13,B,MORTGAGE,75000,Verified,Fully Paid,0,0
8000, 36 months,16.7,284.31,D,MORTGAGE,60000,Source Verified,Fully Paid,1,0
4000, 36 months,13.4,135.73,C,RENT,40000,Source Verified,Charged Off,0,0
4200, 36 months,9.91,135.35,B,RENT,28080,Verified,Charged Off,0,1
20000, 36 months,6.62,614.08,A,RENT,130000,Verified,Fully Paid,0,0
6000, 36 months,6.62,184.23,A,MORTGAGE,180000,Source Verified,Fully Paid,0,0
5175, 36 months,6.03,157.51,A,MORTGAGE,36000,Source Verified,Fully Paid,0,0
2500, 36 months,18.6,91.19,E,RENT,51630,Source Verified,Fully Paid,2,0
30000, 60 months,20.8,809.75,F,MORTGAGE,174996,Verified,Fully Paid,1,0
16000, 36 months,7.9,500.65,A,MORTGAGE,44000,Verified,Fully Paid,0,0
3700, 36 months,9.91,119.24,B,RENT,35000,Not Verified,Charged Off,0,1
10000, 36 months,12.6,335.45,B,MORTGAGE,96000,Verified,Fully Paid,0,0
12000, 36 months,6.03,365.23,A,MORTGAGE,34000,Verified,Fully Paid,0,0
35000, 36 months,7.9,1095.16,A,MORTGAGE,185232,Verified,Fully Paid,0,0
12000, 36 months,10.6,390.88,B,RENT,69500,Source Verified,Fully Paid,0,0
21000, 60 months,12.4,471.61,B,MORTGAGE,96575,Verified,Fully Paid,0,0
6000, 36 months,6.03,182.62,A,MORTGAGE,65000,Not Verified,Fully Paid,0,0
12375, 36 months,7.9,387.22,A,MORTGAGE,47700,Source Verified,Fully Paid,0,0
12000, 36 months,6.62,368.45,A,MORTGAGE,158367,Verified,Fully Paid,0,0
8400, 36 months,7.9,262.84,A,OWN,80000,Not Verified,Fully Paid,1,0
8000, 36 months,11.7,264.61,B,MORTGAGE,62004,Not Verified,Charged Off,0,0
25000, 60 months,10.6,539.21,B,RENT,60000,Verified,Fully Paid,0,0
12000, 60 months,20.3,319.94,E,MORTGAGE,27576,Not Verified,Fully Paid,0,0
13800, 60 months,18.6,355.26,E,MORTGAGE,62000,Verified,Charged Off,0,0
7500, 36 months,8.9,238.15,A,MORTGAGE,26400,Not Verified,Fully Paid,0,0
15000, 36 months,7.9,469.36,A,MORTGAGE,48000,Verified,Fully Paid,0,0
8000, 36 months,13.4,271.45,C,MORTGAGE,132000,Not Verified,Fully Paid,3,0
15000, 60 months,14.2,351.13,C,MORTGAGE,44000,Verified,Fully Paid,0,0
15025, 36 months,6.03,457.3,A,MORTGAGE,49200,Verified,Fully Paid,0,0
30000, 60 months,19,778.72,E,MORTGAGE,150000,Source Verified,Fully Paid,0,0
20000, 60 months,14.2,468.17,C,RENT,60000,Verified,Fully Paid,0,0
12000, 60 months,12.6,271.14,B,MORTGAGE,57000,Not Verified,Fully Paid,0,0
31825, 36 months,12.6,1067.57,B,MORTGAGE,70000,Verified,Fully Paid,0,0
12000, 36 months,7.9,375.49,A,RENT,52000,Not Verified,Fully Paid,0,0
8000, 36 months,9.91,257.8,B,OWN,24000,Source Verified,Fully Paid,0,0
14000, 36 months,14.2,480.33,C,MORTGAGE,36100,Verified,Fully Paid,0,0
9000, 36 months,6.62,276.34,A,MORTGAGE,57700,Not Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,MORTGAGE,110000,Source Verified,Fully Paid,0,0
13000, 36 months,8.9,412.8,A,MORTGAGE,57000,Not Verified,Fully Paid,0,0
15000, 36 months,6.03,456.54,A,MORTGAGE,115000,Source Verified,Fully Paid,0,0
10000, 36 months,14.6,344.95,C,MORTGAGE,42000,Source Verified,Fully Paid,0,0
4000, 36 months,6.62,122.82,A,MORTGAGE,44000,Not Verified,Fully Paid,0,0
18000, 60 months,13.4,414.09,C,RENT,72000,Verified,Fully Paid,0,0
4000, 36 months,7.9,125.17,A,MORTGAGE,74448,Source Verified,Fully Paid,0,0
6000, 36 months,6.03,182.62,A,MORTGAGE,44400,Verified,Fully Paid,0,0
14000, 60 months,16.7,346.21,D,MORTGAGE,147000,Verified,Fully Paid,1,0
6000, 36 months,12.6,201.27,B,RENT,112000,Not Verified,Fully Paid,0,0
3000, 36 months,7.9,93.88,A,MORTGAGE,24000,Source Verified,Fully Paid,0,0
14000, 36 months,7.9,438.07,A,MORTGAGE,60000,Source Verified,Fully Paid,0,0
4000, 36 months,12.6,134.18,B,MORTGAGE,60000,Not Verified,Fully Paid,0,0
12800, 60 months,23.5,364.68,G,MORTGAGE,42000,Verified,Fully Paid,0,0
6250, 60 months,15.9,151.86,C,MORTGAGE,43000,Verified,Fully Paid,1,0
25000, 60 months,21.2,680.28,F,MORTGAGE,72000,Verified,Fully Paid,0,0
35000, 60 months,17.2,874.93,D,MORTGAGE,80000,Verified,Charged Off,0,0
30000, 60 months,12.4,673.72,B,MORTGAGE,105000,Source Verified,Fully Paid,0,0
14000, 60 months,19.4,366.42,E,RENT,46500,Not Verified,Fully Paid,1,0
18000, 60 months,17.5,452.98,D,RENT,36000,Verified,Charged Off,0,0
15000, 60 months,11.7,331.48,B,OWN,31200,Verified,Charged Off,0,0
10000, 36 months,13.4,339.31,C,RENT,84000,Not Verified,Fully Paid,0,0
35000, 60 months,13.4,805.17,C,MORTGAGE,84400,Verified,Fully Paid,0,0
2000, 36 months,7.9,62.59,A,RENT,14000,Source Verified,Fully Paid,0,0
25000, 60 months,17.5,629.14,D,MORTGAGE,73600,Verified,Fully Paid,0,0
13000, 36 months,8.9,412.8,A,MORTGAGE,60000,Source Verified,Fully Paid,0,0
21000, 36 months,7.9,657.1,A,MORTGAGE,144000,Verified,Fully Paid,0,0
15000, 36 months,6.03,456.54,A,MORTGAGE,85000,Verified,Fully Paid,0,0
30000, 60 months,12.4,673.72,B,MORTGAGE,115000,Source Verified,Fully Paid,0,0
26375, 36 months,9.91,849.94,B,MORTGAGE,105000,Verified,Fully Paid,0,0
1000, 36 months,7.51,31.12,A,RENT,28000,Verified,Fully Paid,0,0
14000, 60 months,9.91,296.84,B,MORTGAGE,70720,Not Verified,Fully Paid,0,0
6200, 36 months,10.6,201.96,B,OWN,58000,Source Verified,Fully Paid,0,0
1500, 36 months,9.91,48.34,B,RENT,32304,Source Verified,Charged Off,0,0
1000, 36 months,15.2,34.8,C,MORTGAGE,53000,Not Verified,Fully Paid,0,0
9500, 60 months,18.2,242.54,D,RENT,90000,Source Verified,Charged Off,0,0
20000, 60 months,17.2,499.96,D,MORTGAGE,92800,Verified,Fully Paid,0,0
6000, 36 months,7.9,187.75,A,RENT,175000,Source Verified,Fully Paid,0,0
8800, 36 months,14.2,301.92,C,RENT,46000,Not Verified,Fully Paid,0,0
28000, 36 months,9.91,902.3,B,RENT,115000,Source Verified,Fully Paid,0,0
15000, 36 months,6.62,460.56,A,MORTGAGE,108000,Source Verified,Fully Paid,0,0
8000, 36 months,6.62,245.63,A,RENT,68500,Source Verified,Fully Paid,0,0
14400, 36 months,11.7,476.3,B,RENT,1.00E+05,Verified,Fully Paid,1,0
14000, 36 months,6.03,426.1,A,MORTGAGE,96000,Verified,Fully Paid,0,0
12000, 36 months,14.2,411.71,C,RENT,62000,Source Verified,Fully Paid,0,0
13800, 60 months,17.2,344.98,D,MORTGAGE,33300,Verified,Fully Paid,0,0
27575, 60 months,17.5,693.94,D,MORTGAGE,64000,Verified,Charged Off,0,0
16000, 36 months,8.9,508.06,A,MORTGAGE,60000,Verified,Fully Paid,0,0
25000, 60 months,19,648.93,E,OWN,44400,Source Verified,Fully Paid,0,0
3800, 36 months,6.03,115.66,A,MORTGAGE,85000,Not Verified,Fully Paid,0,0
12000, 36 months,17.2,429.45,D,RENT,250000,Verified,Charged Off,2,0
20000, 36 months,17.5,718.85,D,MORTGAGE,1.00E+05,Verified,Charged Off,1,0
3500, 36 months,12.6,117.41,B,RENT,44000,Not Verified,Fully Paid,0,0
35000, 60 months,22.7,981.45,G,MORTGAGE,103000,Verified,Charged Off,0,0
11975, 36 months,16.2,422.73,D,RENT,58344,Not Verified,Fully Paid,0,0
15000, 60 months,17.5,377.49,D,RENT,80000,Not Verified,Charged Off,0,0
20000, 60 months,12.4,449.15,B,OWN,65000,Verified,Fully Paid,0,0
25000, 60 months,17.5,629.14,D,MORTGAGE,70000,Verified,Charged Off,0,0
29550, 36 months,8.9,938.31,A,RENT,148616,Verified,Fully Paid,0,0
35000, 36 months,18.2,1269.73,D,RENT,89000,Verified,Fully Paid,0,0
25000, 60 months,10.6,539.21,B,MORTGAGE,50000,Source Verified,Fully Paid,0,0
8400, 36 months,18.2,304.74,D,RENT,55000,Not Verified,Fully Paid,0,0
25000, 60 months,17.2,624.95,D,MORTGAGE,140000,Source Verified,Fully Paid,0,0
6500, 36 months,11.7,215,B,MORTGAGE,65338,Not Verified,Fully Paid,0,0
15000, 60 months,18.2,382.95,D,RENT,80400,Source Verified,Charged Off,0,0
35000, 36 months,14.2,1200.82,C,MORTGAGE,151000,Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,RENT,70000,Not Verified,Fully Paid,0,0
7000, 36 months,6.03,213.05,A,RENT,36000,Not Verified,Fully Paid,0,0
30000, 60 months,12.4,673.72,B,MORTGAGE,1.00E+05,Source Verified,Fully Paid,0,0
18000, 60 months,15.2,430.78,C,MORTGAGE,60000,Source Verified,Charged Off,0,0
15000, 36 months,6.03,456.54,A,RENT,37200,Not Verified,Fully Paid,0,0
6000, 36 months,6.62,184.23,A,MORTGAGE,52000,Not Verified,Fully Paid,0,0
12000, 36 months,6.62,368.45,A,MORTGAGE,125000,Source Verified,Fully Paid,0,0
2800, 36 months,13.4,95.01,C,RENT,123000,Not Verified,Fully Paid,0,0
15075, 36 months,6.03,458.82,A,MORTGAGE,62000,Verified,Fully Paid,0,0
13500, 60 months,17.2,337.48,D,RENT,65000,Verified,Fully Paid,1,0
5750, 60 months,14.2,134.6,C,MORTGAGE,54000,Verified,Fully Paid,0,0
16000, 60 months,17.2,399.97,D,MORTGAGE,52044,Source Verified,Fully Paid,1,0
5000, 36 months,16.2,176.51,D,OWN,20800,Not Verified,Fully Paid,0,0
15000, 60 months,10.6,323.53,B,MORTGAGE,190000,Verified,Fully Paid,0,0
23850, 36 months,16.2,841.92,D,RENT,75000,Verified,Fully Paid,0,0
35000, 60 months,19.4,916.03,E,RENT,290000,Verified,Fully Paid,0,0
12000, 60 months,19,311.49,E,MORTGAGE,64000,Source Verified,Charged Off,0,0
7200, 36 months,14.2,247.03,C,RENT,48000,Not Verified,Fully Paid,0,0
6000, 36 months,7.51,186.67,A,MORTGAGE,66000,Source Verified,Fully Paid,0,0
11100, 60 months,13.4,255.36,C,MORTGAGE,27228,Verified,Fully Paid,0,0
4200, 36 months,9.91,135.35,B,RENT,56650,Not Verified,Charged Off,0,0
17500, 36 months,8.9,555.69,A,MORTGAGE,65000,Source Verified,Fully Paid,0,0
8400, 36 months,6.03,255.66,A,OWN,45500,Not Verified,Fully Paid,0,0
34475, 60 months,12.4,774.22,B,OWN,1.00E+05,Verified,Fully Paid,0,0
8000, 36 months,13.4,271.45,C,RENT,61700,Not Verified,Charged Off,0,0
7200, 60 months,18.6,185.35,E,RENT,30000,Source Verified,Fully Paid,0,0
6800, 36 months,8.9,215.93,A,RENT,27600,Not Verified,Fully Paid,0,0
15625, 36 months,9.91,503.52,B,RENT,46000,Verified,Fully Paid,0,0
7000, 36 months,8.9,222.28,A,RENT,25000,Source Verified,Fully Paid,0,0
8000, 36 months,11.7,264.61,B,RENT,135000,Verified,Fully Paid,1,0
35000, 36 months,16.7,1243.85,D,OWN,1.00E+05,Verified,Charged Off,0,0
4800, 36 months,12.6,161.02,B,RENT,51000,Verified,Fully Paid,1,0
20000, 36 months,12.4,668.31,B,OWN,78885,Verified,Fully Paid,0,0
8400, 36 months,6.03,255.66,A,RENT,30000,Verified,Fully Paid,0,0
12000, 36 months,12.4,400.99,B,RENT,38000,Source Verified,Fully Paid,1,0
10000, 36 months,10.6,325.74,B,MORTGAGE,95000,Not Verified,Fully Paid,0,0
35000, 60 months,16.7,865.52,D,MORTGAGE,85000,Source Verified,Fully Paid,0,0
9000, 36 months,7.9,281.62,A,RENT,38400,Not Verified,Fully Paid,0,0
12000, 60 months,7.9,242.75,A,MORTGAGE,52000,Not Verified,Fully Paid,0,0
23000, 36 months,18.2,834.4,D,MORTGAGE,155142,Verified,Fully Paid,0,0
6250, 36 months,8.9,198.46,A,RENT,38400,Source Verified,Fully Paid,0,0
7200, 36 months,13.4,244.3,C,RENT,60000,Source Verified,Fully Paid,0,0
12500, 36 months,6.03,380.45,A,MORTGAGE,42000,Not Verified,Charged Off,0,0
5000, 60 months,11.7,110.5,B,MORTGAGE,96984,Not Verified,Fully Paid,0,0
6000, 36 months,8.9,190.52,A,MORTGAGE,31776,Verified,Fully Paid,0,0
12000, 60 months,15.2,287.19,C,MORTGAGE,45000,Verified,Fully Paid,0,0
17000, 60 months,12.4,381.78,B,RENT,50000,Verified,Charged Off,0,0
25000, 60 months,18.2,638.25,D,OWN,70000,Verified,Charged Off,0,0
16500, 60 months,14.2,386.24,C,RENT,33000,Verified,Fully Paid,0,0
5000, 36 months,6.03,152.18,A,MORTGAGE,76000,Verified,Fully Paid,0,0
35000, 60 months,12.6,790.82,B,MORTGAGE,1.00E+05,Verified,Fully Paid,0,0
11500, 36 months,6.03,350.01,A,MORTGAGE,27600,Source Verified,Charged Off,0,0
6600, 36 months,14.2,226.44,C,MORTGAGE,43000,Source Verified,Fully Paid,2,0
7200, 36 months,7.9,225.29,A,MORTGAGE,72000,Verified,Fully Paid,0,0
8000, 36 months,6.03,243.49,A,MORTGAGE,85200,Not Verified,Fully Paid,0,0
24000, 36 months,19,880.11,E,MORTGAGE,85000,Verified,Fully Paid,0,0
2000, 36 months,12.6,67.09,B,RENT,38400,Not Verified,Fully Paid,0,0
7000, 36 months,6.62,214.93,A,MORTGAGE,48000,Source Verified,Fully Paid,0,0
22000, 36 months,14.6,758.88,C,RENT,192000,Verified,Fully Paid,0,0
7200, 36 months,12.4,240.59,B,RENT,35000,Not Verified,Fully Paid,0,0
18750, 36 months,7.9,586.7,A,MORTGAGE,75000,Source Verified,Fully Paid,0,0
12500, 36 months,7.9,391.13,A,MORTGAGE,32500,Not Verified,Fully Paid,0,0
11000, 36 months,7.51,342.22,A,RENT,65000,Verified,Fully Paid,0,0
7000, 36 months,7.9,219.04,A,RENT,36000,Source Verified,Fully Paid,0,0
31500, 60 months,15.9,765.35,C,MORTGAGE,132000,Source Verified,Fully Paid,0,0
13600, 60 months,17.5,342.26,D,MORTGAGE,81060,Not Verified,Fully Paid,1,0
14400, 60 months,17.5,362.39,D,RENT,89000,Source Verified,Fully Paid,4,0
6000, 36 months,7.9,187.75,A,OWN,69600,Not Verified,Charged Off,0,0
1400, 36 months,16.7,49.76,D,MORTGAGE,19200,Source Verified,Fully Paid,0,0
3000, 36 months,10.6,97.72,B,MORTGAGE,48000,Not Verified,Fully Paid,0,0
9100, 36 months,12.4,304.08,B,MORTGAGE,66000,Source Verified,Fully Paid,0,1
12000, 36 months,12.4,400.99,B,RENT,80000,Verified,Fully Paid,0,0
3000, 36 months,12.4,100.25,B,MORTGAGE,65000,Verified,Fully Paid,0,0
21000, 60 months,14.6,495.74,C,MORTGAGE,72000,Source Verified,Fully Paid,0,0
10000, 36 months,9.91,322.25,B,RENT,24000,Source Verified,Charged Off,0,0
6000, 36 months,12.6,201.27,B,MORTGAGE,84000,Not Verified,Fully Paid,0,0
25000, 60 months,17.5,629.14,D,MORTGAGE,116000,Verified,Fully Paid,0,0
7200, 36 months,11.7,238.15,B,RENT,48000,Not Verified,Fully Paid,0,0
25000, 60 months,9.91,530.07,B,MORTGAGE,55000,Verified,Fully Paid,0,0
20000, 60 months,16.7,494.59,D,MORTGAGE,120000,Verified,Charged Off,0,0
4800, 36 months,10.6,156.36,B,MORTGAGE,1.00E+05,Not Verified,Fully Paid,3,0
10000, 36 months,9.91,322.25,B,MORTGAGE,78000,Not Verified,Fully Paid,1,0
10000, 36 months,6.03,304.36,A,MORTGAGE,50000,Not Verified,Fully Paid,0,0
10000, 36 months,6.03,304.36,A,OWN,50000,Verified,Fully Paid,0,0
10000, 36 months,8.9,317.54,A,MORTGAGE,60000,Not Verified,Fully Paid,1,0
30000, 60 months,11.7,662.95,B,MORTGAGE,145000,Source Verified,Fully Paid,0,0
18000, 60 months,15.9,437.35,C,MORTGAGE,114000,Verified,Fully Paid,0,0
6650, 36 months,8.9,211.16,A,RENT,34000,Not Verified,Fully Paid,0,0
5000, 36 months,8.9,158.77,A,MORTGAGE,144000,Not Verified,Fully Paid,0,0
10000, 36 months,6.62,307.04,A,MORTGAGE,57664,Not Verified,Fully Paid,0,0
9600, 36 months,14.2,329.37,C,MORTGAGE,64212,Verified,Fully Paid,0,0
20000, 60 months,17.5,503.32,D,MORTGAGE,117996,Verified,Fully Paid,1,0
6000, 36 months,10.6,195.44,B,RENT,69500,Not Verified,Fully Paid,0,0
23000, 60 months,17.5,578.81,D,RENT,55000,Verified,Fully Paid,0,0
6600, 36 months,10.6,214.99,B,MORTGAGE,65000,Not Verified,Fully Paid,0,0
25000, 36 months,7.9,782.26,A,RENT,50000,Verified,Fully Paid,0,0
12000, 60 months,8.9,248.52,A,MORTGAGE,50000,Not Verified,Fully Paid,0,0
16500, 36 months,16.7,586.39,D,MORTGAGE,75000,Source Verified,Fully Paid,3,0
9600, 36 months,13.4,325.74,C,RENT,33280,Not Verified,Fully Paid,0,0
6000, 36 months,14.2,205.86,C,MORTGAGE,62217,Source Verified,Fully Paid,0,0
20000, 60 months,17.5,503.32,D,RENT,51000,Verified,Fully Paid,0,0
4800, 36 months,11.7,158.77,B,MORTGAGE,163232,Source Verified,Fully Paid,0,1
15000, 60 months,10.6,323.53,B,MORTGAGE,95000,Source Verified,Fully Paid,0,0
15000, 36 months,18.2,544.17,D,RENT,94000,Verified,Charged Off,0,0
12000, 36 months,13.4,407.17,C,MORTGAGE,75000,Not Verified,Fully Paid,0,0
10375, 36 months,14.2,355.96,C,RENT,41280,Not Verified,Charged Off,0,0
25000, 60 months,18.2,638.25,D,MORTGAGE,120000,Source Verified,Fully Paid,1,0
2000, 36 months,10.6,65.15,B,MORTGAGE,16800,Source Verified,Fully Paid,0,0
9600, 36 months,15.9,337.32,C,MORTGAGE,57000,Verified,Fully Paid,0,0
10000, 36 months,16.2,353.01,D,RENT,126000,Verified,Fully Paid,0,0
30000, 60 months,14.2,702.26,C,RENT,80000,Verified,Fully Paid,1,0
2000, 36 months,7.9,62.59,A,MORTGAGE,70000,Not Verified,Fully Paid,0,0
2200, 36 months,7.51,68.45,A,RENT,120000,Source Verified,Fully Paid,1,0
25000, 60 months,13.4,575.12,C,OWN,50000,Verified,Fully Paid,0,0
5000, 36 months,6.03,152.18,A,RENT,60996,Not Verified,Fully Paid,0,0
21000, 60 months,12.4,471.61,B,MORTGAGE,53000,Source Verified,Charged Off,0,0
18250, 36 months,14.2,626.14,C,RENT,45000,Not Verified,Fully Paid,0,0
7200, 36 months,15.9,252.99,C,RENT,64000,Not Verified,Fully Paid,1,0
12000, 36 months,7.9,375.49,A,MORTGAGE,135000,Source Verified,Fully Paid,0,0
5000, 36 months,12.6,167.73,B,OWN,43200,Not Verified,Fully Paid,0,1
15500, 60 months,21.6,425.19,F,RENT,35000,Verified,Fully Paid,0,0
8000, 60 months,19.9,211.56,E,MORTGAGE,70000,Verified,Fully Paid,1,0
20000, 60 months,20.8,539.84,F,OWN,77000,Source Verified,Charged Off,0,0
6400, 36 months,9.91,206.24,B,MORTGAGE,40000,Source Verified,Fully Paid,0,0
11000, 60 months,17.5,276.83,D,RENT,60000,Verified,Charged Off,0,0
6000, 36 months,7.9,187.75,A,RENT,49000,Not Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,OWN,18000,Source Verified,Charged Off,0,0
16000, 36 months,13.4,542.89,C,RENT,107000,Source Verified,Fully Paid,0,1
